"Y","E1","E2","E3","E4","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20"
208.532566049598,7.15665817493573,9.83778847148642,9.6851474698633,11.95487100631,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0
327.080940220437,14.3895609164611,5.28223393252119,8.53542685974389,12.7127131377347,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1
288.80306585345,12.7716571791098,9.27612023893744,8.07474231114611,10.4720658925362,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
306.384064618357,10.7698400411755,11.2810615962371,11.5989285614341,9.96230862801895,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0
226.847097989235,9.26416433183476,8.66687793051824,6.3673341087997,11.1488485150039,0,1,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,1
244.515114123658,10.5332629592158,13.3185747289099,6.50099727092311,14.2912624636665,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0
306.572873516898,12.3966272734106,14.2053963337094,11.0788823245093,11.1973558343016,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
174.963611172489,7.00799379730597,5.952256124001,7.52125690458342,11.2054852605797,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
83.7984887950423,14.5801521325484,12.2693463601172,5.00669683562592,5.33816716400906,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
353.533274501637,7.89007950108498,12.8907851525582,14.2665932746604,8.79824912175536,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
306.532115891995,6.6999857313931,6.67101175757125,11.5570819796994,9.82264793943614,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
283.28551447263,12.3205792647786,6.9052099972032,13.2554855220951,5.80364926485345,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
317.064339790078,5.30197876039892,7.92711670743302,14.7459220513701,7.10762028815225,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0
178.477932338229,12.9520016908646,8.01596745382994,6.69046591036022,8.80949469981715,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
170.338008710011,7.54861106863245,6.91977472510189,9.73854617215693,6.84363067615777,0,1,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0
367.656350684274,6.72226479277015,10.4810110246763,14.0789770917036,13.3617946249433,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
301.374915137194,8.26468250248581,11.5309475501999,13.9841442392208,7.98721930244938,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
353.909960653417,7.33338477555662,11.5342989284545,5.77611286425963,12.9588581668213,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
273.786667694889,8.16117831971496,6.86809051083401,8.68287684395909,10.6055280892178,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
333.42257600279,9.9571068235673,12.4826612044126,5.95311425626278,14.7586358664557,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0
279.264315312902,11.8600353947841,10.3344934200868,14.1217707330361,5.23572416044772,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
199.524316912249,5.98064433550462,10.7471848232672,10.1500239153393,12.5407643034123,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
324.950024757698,9.43400212796405,14.6149853616953,9.01298115728423,13.8355010561645,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
243.465311405507,12.6449412479997,9.06846326543018,6.19546586181968,10.7339284196496,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0
228.107441143077,5.36127799190581,7.87654658546671,5.34886797657236,13.1340652378276,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0
182.494054269975,13.3263606601395,14.1649583424442,14.1215704171918,6.01355345221236,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1
102.518493280004,6.37584582203999,6.35233319830149,8.40642093680799,5.21755548659712,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
205.901485563355,14.0304746222682,12.4526146892458,5.1161563093774,7.40457389038056,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
236.163580396007,6.9151055184193,10.58356620837,5.28402032563463,10.0798736535944,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1
136.855154546202,12.1655768319033,9.14627054473385,13.8815567898564,8.2729266048409,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
190.38210193305,9.19637837214395,13.4622677555308,11.8324958859012,10.6094442796893,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0
368.259034334402,9.92853601230308,7.81028063502163,12.8769929148257,13.4936289628968,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0
185.050562722589,11.3114854576997,10.9506242373027,10.503801566083,8.72781764948741,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0
227.618662851968,10.3246933198534,14.9822383467108,7.88345925044268,6.35039274580777,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
271.276475133659,5.58041390962899,12.2074839053676,8.53634071536362,12.8502125083469,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
240.647540830595,11.125858805608,8.02377408137545,7.09095001220703,11.5286342590116,0,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1
246.885891969476,5.20802824757993,11.1638653790578,13.6618738924153,7.53659428097308,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
242.639348973148,9.1224592202343,11.6324679041281,14.0653205383569,5.19503899151459,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0
305.034191310889,13.2779387733899,10.4263640288264,8.98676328128204,10.6078393314965,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1
224.979866419159,8.34822500357404,11.8854294717312,8.41441159602255,9.42188656656072,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
329.821601748688,9.1974133066833,10.0556535506621,13.2891271403059,12.3990272940136,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
280.070906521176,9.65250539593399,6.11095442902297,9.52797344885767,5.87014388758689,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
156.451984918816,9.87744320882484,11.1680256156251,14.9274829239585,5.88292290922254,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0
315.654725034953,9.99770812923089,8.71074327733368,9.23178382683545,14.6186069655232,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0
311.753596491017,9.78296097833663,7.11299866670743,11.7034979257733,8.1518030166626,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
358.852062097999,13.8390706479549,13.0454577389173,8.59550464665517,11.7731116572395,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0
234.8423176204,11.2011556793004,10.0458180322312,12.7902948344126,6.82220959570259,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0
274.197669760389,7.98940220614895,14.6357204671949,7.95929891057312,12.2059816052206,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0
291.467483161455,6.23788135359064,12.5235298997723,12.0885371835902,9.54243989428505,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1
232.562965948869,5.83361468510702,13.3246970758773,13.549585219007,7.0761685166508,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0
356.901249333391,10.9920297656208,6.10253021586686,12.5003752415068,13.7109009828418,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
385.25187056419,13.570483145304,7.53161343047395,12.1945317019708,14.5592553447932,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,0
234.308743578589,10.9849862544797,9.88619749434292,7.92103111976758,13.9444945799187,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0
150.299403143902,10.8584861666895,5.45364962657914,13.7290417728946,5.34087457461283,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0
179.312914528304,7.66080380184576,7.87831651512533,5.98453185753897,9.85476057277992,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
280.601650611684,10.2384396037087,8.82310492219403,12.2101324773394,8.89077422209084,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
250.89191261137,11.4756978466175,12.8674910846166,11.7218292295001,9.88479445455596,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
316.831722134234,8.65811030613258,9.69008948653936,8.04689339129254,9.42976700374857,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
373.156788210072,9.70915088895708,6.93354239221662,12.4585776217282,14.6891706809402,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0
282.646980870242,8.49960778374225,14.6992828813381,6.04345118859783,13.628677802626,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
142.091820510685,10.8973053004593,10.2855160436593,5.49590280745178,5.22521989187226,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1
409.09143761136,6.94483847590163,7.92311891214922,10.469521607738,13.8504044036381,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0
222.568062753164,6.41762068727985,10.1519898604602,12.1787836845033,11.9841312756762,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0
308.909237963477,9.70676449127495,9.28461116738617,12.7564490330406,10.3589839558117,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0
331.97874632903,7.82186327967793,13.9224945288152,13.202640414238,10.7844541990198,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
212.714279395631,14.3327603186481,14.2567172390409,11.9458849704824,5.54564296733588,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
341.038787036375,10.3420410561375,8.18358152871951,9.58530473988503,13.4336319030263,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
156.742295317821,6.230757990852,14.1543805412948,11.8885479611345,10.302867651917,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
277.293097284733,12.2345297923312,10.3242738451809,8.21601286297664,12.6394189149141,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
329.290104004104,5.88312695501372,10.6854810216464,11.5124396118335,13.3508806978352,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0
274.715462232629,10.7922022393905,7.57829089416191,11.9523766241036,7.17425971291959,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
265.02532988975,8.29694751882926,14.1420549922623,13.0214368761517,6.02312302449718,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1
205.191143820342,11.8481390061788,13.1530037429184,6.80581500055268,6.19108178187162,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
238.733487375051,7.70286694169044,8.20699590723962,7.79301540460438,13.7879731715657,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1
427.878709904068,11.5764423646033,13.1196930794977,13.2774574146606,13.4844196308404,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
270.185639659432,13.703171950765,6.48291492136195,12.4595504207537,6.37060495093465,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
309.734363393054,14.1678793076426,10.7768588047475,9.42687150556594,14.6280493820086,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
387.002213316946,9.20020898338407,14.46137055289,11.5897400397807,12.731219145935,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0
284.341641386071,13.151313024573,12.3298954055645,8.49773547612131,12.4532156507485,1,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,0
421.596701575667,5.65509356558323,14.4884205400012,12.8744408092462,14.4904557056725,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
367.881402825631,12.8400003886782,9.4673943775706,7.64298011315987,11.2248751660809,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,1,1
442.850229743676,12.4976072530262,5.24952651932836,14.4702541921288,13.077998184599,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
292.318257006465,11.461232767906,9.89079952705652,12.9114881972782,11.5263395453803,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0
275.803345315952,9.71746161580086,13.2144887535833,7.58233993547037,14.1771125444211,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0
367.925356063182,13.661102540791,12.0037367730401,11.1573195410892,7.1923543093726,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0
195.877746111389,12.8292840835638,11.1532134213485,5.2326914248988,8.18008725997061,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
160.853504939092,8.74434140045196,5.99599417066202,9.20950138708577,5.63829158665612,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1
339.258250132152,10.7931048725732,8.38585930876434,10.9540666965768,12.7064559934661,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0
338.447563900984,8.6524924589321,7.91156454244629,11.7411172017455,10.3795426199213,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
254.988604067872,11.9876307249069,5.73883682256564,5.77522336738184,12.8163593541831,1,0,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0
225.508668282242,10.4771240032278,12.4561902135611,7.99292774638161,8.86148372665048,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1
333.169867872386,13.6034633615054,7.40649961167946,14.7387101501226,12.7304255310446,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
331.142143716552,7.87337918067351,11.4849401055835,5.63507874729112,13.8908455171622,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1
256.964294828685,11.2220521317795,10.7137878402136,12.4420962366275,5.8432051143609,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
337.93258958794,6.69093174161389,8.85894496925175,9.64733434841037,11.9975073775277,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0
256.693857964812,5.09779603919014,13.0888599320315,6.73693514429033,8.08902111602947,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0
120.187650868584,9.49084223248065,14.6196716814302,5.21429860498756,6.52264267439023,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
225.353610489261,6.0713735036552,5.02992213470861,10.5828114785254,8.55822977842763,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
320.763505657465,11.3760097697377,5.18711136421189,11.7019772087224,14.7804527776316,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1
294.439187018956,12.5298036192544,9.23529168823734,7.21579382894561,10.1446206169203,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
364.884009745311,9.39560372149572,6.76073207054287,14.3382279132493,13.2007184321992,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0
283.748909421785,8.05776057299227,9.69069905346259,8.82445625262335,12.3942114436068,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1
193.583395131843,11.6157579515129,11.1636304645799,5.15823267167434,5.31830350868404,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1
210.486944018248,13.0139738018624,5.09847467299551,14.5878255693242,6.76773701561615,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0
223.052587818911,11.6151626640931,9.29370306665078,6.417407609988,6.08652872731909,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,1
382.086168693101,14.6517130942084,14.2195364506915,11.8495385046117,12.5799230975099,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0
195.46113625125,9.09403324360028,11.0556846065447,9.56925766076893,7.25471243727952,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1
336.952342544957,5.14876554254442,8.92294029239565,13.0005087284371,12.1349568595178,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0
260.201780138183,10.8278862060979,5.63254379434511,12.0873280055821,9.24468284007162,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
226.995972397476,9.5294001000002,9.5463839545846,11.4043608377688,10.0373071362264,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0
239.012725566199,10.3162479400635,11.3922069966793,12.4043217650615,9.23136350000277,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
215.896681592161,10.6821382674389,6.29229785408825,9.11672045011073,13.3095791982487,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1
143.630226189577,11.1299143335782,10.5437959753908,6.20641950983554,8.97053172579035,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
418.199459935741,5.71784049971029,6.23964468948543,12.5917205098085,12.7090077917092,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,1
298.40860121814,13.4193970332853,10.1100164209493,11.7507065762766,7.353432897944,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0
204.9688581609,9.71165787894279,6.94129019742832,11.4203924988396,7.86645566113293,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
304.382941289229,11.2642292119563,10.9960048994981,8.38126569055021,9.78387461276725,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,1,0,0,0,1
204.165875389829,7.42549481801689,9.57110430812463,11.1422184528783,6.54641374247149,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0
262.75299325094,10.3915386879817,8.79321280168369,14.9358652834781,8.32732086535543,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243.411973351178,6.96985745569691,7.78882522368804,9.05517445411533,12.687482368201,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1
